1,0.99454,0.98912,0.98376,0.97845,0.97319,0.96799,0.96284,0.95775,0.95271,0.94773,0.94281,0.93795,0.93315,0.92841,0.92373,0.91912,0.91456,0.91008,0.90566,0.9013,0.89701,0.8928,0.88865,0.88457,0.88056,0.87663,0.87277,0.86898,0.86527,0.86164,0.85808,0.8546,0.8512,0.84789,0.84465,0.84149,0.83842,0.83543,0.83253,0.82971,0.82697,0.82433,0.82177,0.81931,0.81693,0.81464,0.81245,0.81034,0.80833,0.80641,0.80459,0.80286,0.80123,0.79969,0.79825,0.79691,0.79566,0.79451,0.79346,0.79251,0.79166,0.79091,0.79026,0.78971,0.78925,0.7889,0.78865,0.7885,0.78845,0.7885,0.78865,0.7889,0.78925,0.78971,0.79026,0.79091,0.79166,0.79251,0.79346,0.79451,0.79566,0.79691,0.79825,0.79969,0.80123,0.80286,0.80459,0.80641,0.80833,0.81034,0.81245,0.81464,0.81693,0.81931,0.82177,0.82433,0.82697,0.82971,0.83253
0.99293,0.98743,0.98198,0.97658,0.97123,0.96593,0.96069,0.9555,0.95037,0.9453,0.94028,0.93532,0.93042,0.92558,0.9208,0.91608,0.91143,0.90684,0.90231,0.89786,0.89346,0.88914,0.88488,0.8807,0.87658,0.87254,0.86857,0.86468,0.86085,0.85711,0.85344,0.84985,0.84634,0.84291,0.83955,0.83628,0.8331,0.82999,0.82697,0.82404,0.82119,0.81843,0.81576,0.81318,0.81068,0.80828,0.80597,0.80375,0.80163,0.79959,0.79766,0.79581,0.79406,0.79241,0.79086,0.7894,0.78805,0.78679,0.78562,0.78456,0.7836,0.78274,0.78198,0.78132,0.78076,0.7803,0.77995,0.77969,0.77954,0.77949,0.77954,0.77969,0.77995,0.7803,0.78076,0.78132,0.78198,0.78274,0.7836,0.78456,0.78562,0.78679,0.78805,0.7894,0.79086,0.79241,0.79406,0.79581,0.79766,0.79959,0.80163,0.80375,0.80597,0.80828,0.81068,0.81318,0.81576,0.81843,0.82119,0.82404
0.9859,0.98036,0.97487,0.96943,0.96404,0.9587,0.95342,0.94819,0.94302,0.93791,0.93285,0.92785,0.92291,0.91803,0.91322,0.90846,0.90377,0.89914,0.89457,0.89008,0.88565,0.88129,0.87699,0.87277,0.86862,0.86454,0.86053,0.8566,0.85274,0.84896,0.84526,0.84163,0.83809,0.83462,0.83124,0.82793,0.82472,0.82158,0.81853,0.81557,0.81269,0.8099,0.8072,0.80459,0.80207,0.79964,0.79731,0.79506,0.79291,0.79086,0.7889,0.78704,0.78527,0.7836,0.78203,0.78056,0.77918,0.77791,0.77674,0.77566,0.77469,0.77382,0.77305,0.77238,0.77182,0.77135,0.77099,0.77074,0.77058,0.77053,0.77058,0.77074,0.77099,0.77135,0.77182,0.77238,0.77305,0.77382,0.77469,0.77566,0.77674,0.77791,0.77918,0.78056,0.78203,0.7836,0.78527,0.78704,0.7889,0.79086,0.79291,0.79506,0.79731,0.79964,0.80207,0.80459,0.8072,0.8099,0.81269,0.81557
0.9789,0.97332,0.96778,0.9623,0.95688,0.9515,0.94618,0.94091,0.9357,0.93055,0.92545,0.92041,0.91543,0.91051,0.90566,0.90086,0.89613,0.89146,0.88686,0.88232,0.87785,0.87345,0.86912,0.86486,0.86067,0.85655,0.85251,0.84854,0.84465,0.84083,0.83709,0.83343,0.82985,0.82635,0.82293,0.8196,0.81635,0.81318,0.8101,0.8071,0.8042,0.80138,0.79865,0.79601,0.79346,0.79101,0.78865,0.78638,0.78421,0.78213,0.78015,0.77827,0.77648,0.77479,0.7732,0.77171,0.77032,0.76904,0.76785,0.76676,0.76578,0.7649,0.76412,0.76345,0.76287,0.76241,0.76204,0.76178,0.76162,0.76157,0.76162,0.76178,0.76204,0.76241,0.76287,0.76345,0.76412,0.7649,0.76578,0.76676,0.76785,0.76904,0.77032,0.77171,0.7732,0.77479,0.77648,0.77827,0.78015,0.78213,0.78421,0.78638,0.78865,0.79101,0.79346,0.79601,0.79865,0.80138,0.8042,0.8071
0.97193,0.9663,0.96073,0.95521,0.94974,0.94433,0.93897,0.93366,0.92841,0.92321,0.91808,0.913,0.90798,0.90302,0.89812,0.89329,0.88851,0.88381,0.87916,0.87459,0.87008,0.86564,0.86127,0.85697,0.85274,0.84859,0.84451,0.8405,0.83657,0.83272,0.82894,0.82524,0.82163,0.81809,0.81464,0.81127,0.80799,0.80479,0.80168,0.79865,0.79571,0.79286,0.79011,0.78744,0.78487,0.78239,0.78,0.77771,0.77551,0.77341,0.77141,0.7695,0.76769,0.76599,0.76438,0.76287,0.76147,0.76016,0.75896,0.75787,0.75687,0.75598,0.75519,0.75451,0.75393,0.75346,0.75309,0.75282,0.75267,0.75261,0.75267,0.75282,0.75309,0.75346,0.75393,0.75451,0.75519,0.75598,0.75687,0.75787,0.75896,0.76016,0.76147,0.76287,0.76438,0.76599,0.76769,0.7695,0.77141,0.77341,0.77551,0.77771,0.78,0.78239,0.78487,0.78744,0.79011,0.79286,0.79571,0.79865
0.96499,0.95932,0.95371,0.94815,0.94264,0.93719,0.93179,0.92644,0.92115,0.91591,0.91073,0.90561,0.90055,0.89555,0.89061,0.88574,0.88092,0.87618,0.87149,0.86688,0.86233,0.85785,0.85344,0.8491,0.84484,0.84064,0.83652,0.83248,0.82851,0.82462,0.82081,0.81707,0.81342,0.80985,0.80636,0.80296,0.79964,0.79641,0.79326,0.79021,0.78724,0.78436,0.78157,0.77888,0.77628,0.77377,0.77135,0.76904,0.76682,0.76469,0.76267,0.76074,0.75891,0.75718,0.75556,0.75404,0.75261,0.7513,0.75008,0.74897,0.74796,0.74706,0.74626,0.74557,0.74499,0.74451,0.74414,0.74387,0.74371,0.74366,0.74371,0.74387,0.74414,0.74451,0.74499,0.74557,0.74626,0.74706,0.74796,0.74897,0.75008,0.7513,0.75261,0.75404,0.75556,0.75718,0.75891,0.76074,0.76267,0.76469,0.76682,0.76904,0.77135,0.77377,0.77628,0.77888,0.78157,0.78436,0.78724,0.79021
0.95808,0.95238,0.94673,0.94112,0.93557,0.93008,0.92463,0.91924,0.91391,0.90863,0.90341,0.89825,0.89315,0.88811,0.88313,0.87821,0.87336,0.86857,0.86385,0.85919,0.8546,0.85008,0.84563,0.84126,0.83695,0.83272,0.82856,0.82447,0.82047,0.81654,0.81269,0.80892,0.80523,0.80163,0.7981,0.79466,0.79131,0.78805,0.78487,0.78178,0.77878,0.77587,0.77305,0.77032,0.76769,0.76516,0.76272,0.76037,0.75813,0.75598,0.75393,0.75198,0.75013,0.74839,0.74674,0.7452,0.74376,0.74243,0.7412,0.74007,0.73906,0.73814,0.73734,0.73664,0.73605,0.73556,0.73518,0.73491,0.73475,0.7347,0.73475,0.73491,0.73518,0.73556,0.73605,0.73664,0.73734,0.73814,0.73906,0.74007,0.7412,0.74243,0.74376,0.7452,0.74674,0.74839,0.75013,0.75198,0.75393,0.75598,0.75813,0.76037,0.76272,0.76516,0.76769,0.77032,0.77305,0.77587,0.77878,0.78178
0.95121,0.94546,0.93977,0.93413,0.92854,0.923,0.91751,0.91208,0.90671,0.90139,0.89613,0.89093,0.88578,0.8807,0.87568,0.87072,0.86582,0.86099,0.85623,0.85153,0.8469,0.84234,0.83785,0.83343,0.82908,0.82481,0.82061,0.81649,0.81245,0.80848,0.80459,0.80078,0.79706,0.79341,0.78986,0.78638,0.78299,0.77969,0.77648,0.77336,0.77032,0.76738,0.76454,0.76178,0.75912,0.75656,0.75409,0.75172,0.74945,0.74727,0.7452,0.74323,0.74136,0.73959,0.73793,0.73637,0.73491,0.73356,0.73232,0.73118,0.73015,0.72923,0.72841,0.7277,0.7271,0.72661,0.72623,0.72596,0.72579,0.72574,0.72579,0.72596,0.72623,0.72661,0.7271,0.7277,0.72841,0.72923,0.73015,0.73118,0.73232,0.73356,0.73491,0.73637,0.73793,0.73959,0.74136,0.74323,0.7452,0.74727,0.74945,0.75172,0.75409,0.75656,0.75912,0.76178,0.76454,0.76738,0.77032,0.77336
0.94437,0.93859,0.93285,0.92717,0.92153,0.91595,0.91043,0.90495,0.89954,0.89417,0.88887,0.88363,0.87844,0.87332,0.86825,0.86325,0.85831,0.85344,0.84863,0.84389,0.83922,0.83462,0.83009,0.82563,0.82124,0.81693,0.81269,0.80853,0.80444,0.80044,0.79651,0.79266,0.7889,0.78522,0.78162,0.77811,0.77469,0.77135,0.76811,0.76495,0.76188,0.75891,0.75603,0.75325,0.75056,0.74796,0.74547,0.74307,0.74077,0.73857,0.73648,0.73448,0.73259,0.7308,0.72912,0.72754,0.72607,0.7247,0.72344,0.72229,0.72125,0.72031,0.71948,0.71877,0.71816,0.71766,0.71728,0.717,0.71684,0.71678,0.71684,0.717,0.71728,0.71766,0.71816,0.71877,0.71948,0.72031,0.72125,0.72229,0.72344,0.7247,0.72607,0.72754,0.72912,0.7308,0.73259,0.73448,0.73648,0.73857,0.74077,0.74307,0.74547,0.74796,0.75056,0.75325,0.75603,0.75891,0.76188,0.76495
0.93757,0.93174,0.92597,0.92024,0.91456,0.90894,0.90337,0.89786,0.8924,0.88699,0.88165,0.87636,0.87113,0.86596,0.86085,0.85581,0.85083,0.84592,0.84107,0.83628,0.83157,0.82693,0.82235,0.81785,0.81342,0.80907,0.80479,0.80059,0.79646,0.79241,0.78845,0.78456,0.78076,0.77704,0.77341,0.76986,0.7664,0.76303,0.75975,0.75656,0.75346,0.75045,0.74754,0.74472,0.742,0.73938,0.73685,0.73443,0.7321,0.72988,0.72776,0.72574,0.72382,0.72201,0.72031,0.71871,0.71722,0.71584,0.71456,0.7134,0.71234,0.7114,0.71056,0.70983,0.70922,0.70872,0.70833,0.70805,0.70788,0.70782,0.70788,0.70805,0.70833,0.70872,0.70922,0.70983,0.71056,0.7114,0.71234,0.7134,0.71456,0.71584,0.71722,0.71871,0.72031,0.72201,0.72382,0.72574,0.72776,0.72988,0.7321,0.73443,0.73685,0.73938,0.742,0.74472,0.74754,0.75045,0.75346,0.75656
